packet_size,timestamp,protocol,ip_src,ip_dst,transport,tls_version,tcp_seq,tcp_ack,tcp_window,tcp_flags,tls_handshake_type,tls_cipher_suite,flow_size,flow_volume,inter_packet_time,avg_rtt
54.0,1739284573.62304,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,1.0,1.0,131072.0,16.0,Unknown,Unknown,120.0,2.0,0.05309104919433594,0.05309104919433594
494.0,1739284573.62337,TLS,10.12.16.216,142.251.209.36,TCP,0x0301,1381.0,1.0,131072.0,24.0,1.0,Unknown,614.0,3.0,0.0003299713134765625,0.05309104919433594
1292.0,1739284573.629318,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,1292.0,1.0,0.0007390975952148438,
1292.0,1739284573.629478,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,2584.0,2.0,0.00015997886657714844,
66.0,1739284573.632566,TCP,74.125.133.84,10.12.16.216,TCP,Unknown,0.0,1.0,65535.0,18.0,Unknown,Unknown,66.0,1.0,0.0007390975952148438,
54.0,1739284573.632671,TCP,10.12.16.216,74.125.133.84,TCP,Unknown,1.0,1.0,131072.0,16.0,Unknown,Unknown,120.0,2.0,0.07069206237792969,0.07069206237792969
403.0,1739284573.633371,TLS,10.12.16.216,74.125.133.84,TCP,0x0301,1381.0,1.0,131072.0,24.0,1.0,Unknown,523.0,3.0,0.0006999969482421875,0.07069206237792969
56.0,1739284573.635196,TCP,142.251.143.195,10.12.16.216,TCP,Unknown,1.0,1381.0,268544.0,16.0,Unknown,Unknown,122.0,2.0,0.05570197105407715,0.05570197105407715
56.0,1739284573.635196,TCP,142.251.143.195,10.12.16.216,TCP,Unknown,1.0,1836.0,268288.0,16.0,Unknown,Unknown,178.0,3.0,0.0,0.027850985527038574
56.0,1739284573.644008,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,1.0,1381.0,268544.0,16.0,Unknown,Unknown,122.0,2.0,0.056793928146362305,0.056793928146362305
56.0,1739284573.644008,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,1.0,1825.0,268288.0,16.0,Unknown,Unknown,178.0,3.0,0.0,0.028396964073181152
1434.0,1739284573.653423,TLS,142.251.143.195,10.12.16.216,TCP,0x0303,1.0,1836.0,268288.0,16.0,2.0,Unknown,1612.0,4.0,0.018227100372314453,0.0246430238087972
1434.0,1739284573.653423,TCP,142.251.143.195,10.12.16.216,TCP,Unknown,1381.0,1836.0,268288.0,24.0,Unknown,Unknown,3046.0,5.0,0.0,0.0246430238087972
1434.0,1739284573.653423,TCP,142.251.143.195,10.12.16.216,TCP,Unknown,2761.0,1836.0,268288.0,16.0,Unknown,Unknown,4480.0,6.0,0.0,0.0184822678565979
1434.0,1739284573.653423,TCP,142.251.143.195,10.12.16.216,TCP,Unknown,4141.0,1836.0,268288.0,24.0,Unknown,Unknown,5914.0,7.0,0.0,0.0184822678565979
291.0,1739284573.653423,TLS,142.251.143.195,10.12.16.216,TCP,0x0303,5521.0,1836.0,268288.0,24.0,Unknown,Unknown,6205.0,8.0,0.0,0.0184822678565979
54.0,1739284573.653499,TCP,10.12.16.216,142.251.143.195,TCP,Unknown,1836.0,5758.0,131072.0,16.0,Unknown,Unknown,683.0,4.0,0.07330799102783203,0.06494247913360596
128.0,1739284573.656587,TLS,10.12.16.216,142.251.143.195,TCP,0x0303,1836.0,5758.0,131072.0,24.0,Unknown,Unknown,811.0,5.0,0.0030879974365234375,0.06494247913360596
146.0,1739284573.656938,TLS,10.12.16.216,142.251.143.195,TCP,0x0303,1910.0,5758.0,131072.0,24.0,Unknown,Unknown,957.0,6.0,0.00035119056701660156,0.06494247913360596
1434.0,1739284573.657187,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,1.0,1825.0,268288.0,16.0,2.0,Unknown,1612.0,4.0,0.01317906379699707,0.023324330647786457
1434.0,1739284573.657187,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,1381.0,1825.0,268288.0,24.0,Unknown,Unknown,3046.0,5.0,0.0,0.023324330647786457
54.0,1739284573.657247,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,1825.0,2761.0,131072.0,16.0,Unknown,Unknown,672.0,4.0,0.0693509578704834,0.06119239330291748
419.0,1739284573.657285,TLS,10.12.16.216,142.251.143.195,TCP,0x0303,2002.0,5758.0,131072.0,24.0,Unknown,Unknown,1376.0,7.0,0.00034689903259277344,0.06494247913360596
1434.0,1739284573.657294,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,2761.0,1825.0,268288.0,16.0,Unknown,Unknown,4480.0,6.0,0.00010704994201660156,0.017520010471343994
1434.0,1739284573.657294,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,4141.0,1825.0,268288.0,24.0,Unknown,Unknown,5914.0,7.0,0.0,0.017520010471343994
281.0,1739284573.657294,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,5521.0,1825.0,268288.0,24.0,Unknown,Unknown,6195.0,8.0,0.0,0.017520010471343994
54.0,1739284573.657323,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,1825.0,5748.0,131072.0,16.0,Unknown,Unknown,726.0,5.0,7.581710815429688e-05,0.04082020123799642
128.0,1739284573.659319,TLS,10.12.16.216,216.58.204.138,TCP,0x0303,1825.0,5748.0,131072.0,24.0,Unknown,Unknown,854.0,6.0,0.0019960403442382812,0.04082020123799642
146.0,1739284573.659532,TLS,10.12.16.216,216.58.204.138,TCP,0x0303,1899.0,5748.0,131072.0,24.0,Unknown,Unknown,1000.0,7.0,0.00021314620971679688,0.04082020123799642
337.0,1739284573.65964,TLS,10.12.16.216,216.58.204.138,TCP,0x0303,1991.0,5748.0,131072.0,24.0,Unknown,Unknown,1337.0,8.0,0.00010800361633300781,0.04082020123799642
373.0,1739284573.659674,TLS,10.12.16.216,216.58.204.138,TCP,0x0303,2274.0,5748.0,131072.0,24.0,Unknown,Unknown,1710.0,9.0,3.3855438232421875e-05,0.04082020123799642
56.0,1739284573.675449,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,1.0,1381.0,268544.0,16.0,Unknown,Unknown,122.0,2.0,0.052490949630737305,0.052490949630737305
56.0,1739284573.675449,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,1.0,1821.0,268288.0,16.0,Unknown,Unknown,178.0,3.0,0.0,0.026245474815368652
82.0,1739284573.682246,QUIC,142.251.209.36,10.12.16.216,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,82.0,1.0,0.0007390975952148438,
1292.0,1739284573.683456,QUIC,142.251.209.36,10.12.16.216,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,1374.0,2.0,0.0012099742889404297,
1292.0,1739284573.683456,QUIC,142.251.209.36,10.12.16.216,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,2666.0,3.0,0.0,
1292.0,1739284573.683456,QUIC,142.251.209.36,10.12.16.216,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,3958.0,4.0,0.0,
1292.0,1739284573.68405,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,3876.0,3.0,0.054572105407714844,
1434.0,1739284573.692385,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,1.0,1821.0,268288.0,16.0,2.0,Unknown,1612.0,4.0,0.016936063766479492,0.023142337799072266
1434.0,1739284573.692385,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,1381.0,1821.0,268288.0,24.0,Unknown,Unknown,3046.0,5.0,0.0,0.023142337799072266
1434.0,1739284573.692385,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,2761.0,1821.0,268288.0,16.0,Unknown,Unknown,4480.0,6.0,0.0,0.0173567533493042
1262.0,1739284573.692385,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,4141.0,1821.0,268288.0,24.0,Unknown,Unknown,5742.0,7.0,0.0,0.0173567533493042
54.0,1739284573.69248,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,1821.0,5349.0,131072.0,16.0,Unknown,Unknown,668.0,4.0,0.06911015510559082,0.06110060214996338
128.0,1739284573.697774,TLS,10.12.16.216,142.251.209.36,TCP,0x0303,1821.0,5349.0,131072.0,24.0,Unknown,Unknown,796.0,5.0,0.005293846130371094,0.06110060214996338
1292.0,1739284573.698328,QUIC,142.251.209.36,10.12.16.216,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,5250.0,5.0,0.014872074127197266,
1292.0,1739284573.698328,QUIC,142.251.209.36,10.12.16.216,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,6542.0,6.0,0.0,
1292.0,1739284573.698328,QUIC,142.251.209.36,10.12.16.216,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,7834.0,7.0,0.0,
81.0,1739284573.698737,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,3957.0,4.0,0.014686822891235352,
146.0,1739284573.698879,TLS,10.12.16.216,142.251.209.36,TCP,0x0303,1895.0,5349.0,131072.0,24.0,Unknown,Unknown,942.0,6.0,0.0011050701141357422,0.06110060214996338
891.0,1739284573.699105,TLS,10.12.16.216,142.251.209.36,TCP,0x0303,3367.0,5349.0,131072.0,24.0,Unknown,Unknown,1833.0,7.0,0.00022602081298828125,0.06110060214996338
82.0,1739284573.700149,QUIC,10.12.16.216,142.251.209.36,UDP,Unknown,1896.0,1874.0,265984.0,17.0,Unknown,Unknown,4039.0,5.0,0.0014121532440185547,
147.0,1739284573.700245,TLS,10.12.16.216,142.251.209.36,TCP,0x0303,4204.0,5349.0,131072.0,24.0,Unknown,Unknown,1980.0,8.0,0.0011398792266845703,0.06110060214996338
56.0,1739284573.702937,TCP,74.125.133.84,10.12.16.216,TCP,Unknown,1.0,1381.0,268544.0,16.0,Unknown,Unknown,122.0,2.0,0.07037091255187988,0.07037091255187988
56.0,1739284573.702937,TCP,74.125.133.84,10.12.16.216,TCP,Unknown,1.0,1730.0,268288.0,16.0,Unknown,Unknown,178.0,3.0,0.0,0.03518545627593994
1434.0,1739284573.704127,TLS,74.125.133.84,10.12.16.216,TCP,0x0303,1.0,1730.0,268288.0,16.0,2.0,Unknown,1612.0,4.0,0.001190185546875,0.02385369936625163
1434.0,1739284573.704127,TCP,74.125.133.84,10.12.16.216,TCP,Unknown,1381.0,1730.0,268288.0,24.0,Unknown,Unknown,3046.0,5.0,0.0,0.02385369936625163
1434.0,1739284573.704127,TCP,74.125.133.84,10.12.16.216,TCP,Unknown,2761.0,1730.0,268288.0,16.0,Unknown,Unknown,4480.0,6.0,0.0,0.01789027452468872
