packet_size,timestamp,protocol,ip_src,ip_dst,transport,tls_version,tcp_seq,tcp_ack,tcp_window,tcp_flags,tcp_srcport,tcp_dstport,inter_packet_time,flow_size,flow_volume,packets_per_flow,tcp_retransmissions,payload_entropy,tls_handshake_type,tls_cipher_suite
56,1739284573.869229,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,39047,4543,266240,16,443,51377,0.0007359981536865234,46,41562,46,0,,,Unknown
1434,1739284573.875967,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,39047,4543,266240,16,443,51377,0.004179954528808594,47,42996,47,1,,,Unknown
1434,1739284573.875967,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,40427,4543,266240,24,443,51377,0.0,48,44430,48,0,,,Unknown
54,1739284573.876039,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,4543,41807,131072,16,51377,443,7.200241088867188e-05,30,3414,30,1,,,Unknown
1434,1739284573.876942,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,41807,4543,266240,16,443,51377,0.0009028911590576172,49,45864,49,0,,,Unknown
1434,1739284573.876942,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,43187,4543,266240,24,443,51377,0.0,50,47298,50,0,,,Unknown
54,1739284573.876993,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,4543,44567,131072,16,51377,443,5.1021575927734375e-05,31,3468,31,1,,,Unknown
1434,1739284573.880262,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,44567,4543,266240,16,443,51377,0.0032689571380615234,51,48732,51,0,,,Unknown
1434,1739284573.880262,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,45947,4543,266240,24,443,51377,0.0,52,50166,52,0,,,Unknown
54,1739284573.880394,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,4543,47327,131072,16,51377,443,0.00013208389282226562,32,3522,32,1,,,Unknown
1434,1739284573.882434,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,47327,4543,266240,16,443,51377,0.0020399093627929688,53,51600,53,0,,,Unknown
271,1739284573.882434,TLS,142.251.209.36,10.12.16.216,TCP,0x0303,48707,4543,266240,24,443,51377,0.0,54,51871,54,0,,,Unknown
54,1739284573.882529,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,4543,48924,131072,16,51377,443,9.512901306152344e-05,33,3576,33,1,,,Unknown
54,1739284573.882793,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,4543,48924,131072,17,51377,443,0.0002639293670654297,34,3630,34,1,,,Unknown
66,1739284573.893424,TCP,10.12.16.216,142.251.143.202,TCP,Unknown,0,0,64240,2,51378,443,0.004121065139770508,1,66,1,1,,,Unknown
56,1739284573.935162,TCP,142.251.209.36,10.12.16.216,TCP,Unknown,48924,4544,266240,17,443,51377,0.008131027221679688,55,51927,55,0,,,Unknown
54,1739284573.935236,TCP,10.12.16.216,142.251.209.36,TCP,Unknown,4544,48925,131072,16,51377,443,7.390975952148438e-05,35,3684,35,0,,,Unknown
66,1739284573.94947,TCP,142.251.143.202,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51378,0.014234066009521484,1,66,1,1,,,Unknown
54,1739284573.949608,TCP,10.12.16.216,142.251.143.202,TCP,Unknown,1,1,131072,16,51378,443,0.0001380443572998047,2,120,2,1,,,Unknown
416,1739284573.950395,TLS,10.12.16.216,142.251.143.202,TCP,0x0301,1381,1,131072,24,51378,443,0.0007870197296142578,3,536,3,1,,1.0,Unknown
56,1739284574.007373,TCP,142.251.143.202,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51378,0.010057210922241211,2,122,2,1,,,Unknown
56,1739284574.007373,TCP,142.251.143.202,10.12.16.216,TCP,Unknown,1,1743,268288,16,443,51378,0.0,3,178,3,1,,,Unknown
1434,1739284574.031564,TLS,142.251.143.202,10.12.16.216,TCP,0x0303,1,1743,268288,16,443,51378,0.0,4,1612,4,1,,2.0,Unknown
1434,1739284574.031564,TCP,142.251.143.202,10.12.16.216,TCP,Unknown,1381,1743,268288,24,443,51378,0.0,5,3046,5,1,,,Unknown
1434,1739284574.031564,TCP,142.251.143.202,10.12.16.216,TCP,Unknown,2761,1743,268288,16,443,51378,0.0,6,4480,6,1,,,Unknown
1434,1739284574.031564,TCP,142.251.143.202,10.12.16.216,TCP,Unknown,4141,1743,268288,24,443,51378,0.0,7,5914,7,1,,,Unknown
296,1739284574.031564,TLS,142.251.143.202,10.12.16.216,TCP,0x0303,5521,1743,268288,24,443,51378,0.0,8,6210,8,1,,,Unknown
54,1739284574.031705,TCP,10.12.16.216,142.251.143.202,TCP,Unknown,1743,5763,131072,16,51378,443,0.00014090538024902344,4,590,4,0,,,Unknown
128,1739284574.032626,TLS,10.12.16.216,142.251.143.202,TCP,0x0303,1743,5763,131072,24,51378,443,0.0009210109710693359,5,718,5,1,,,Unknown
1048,1739284574.087543,TLS,142.251.143.202,10.12.16.216,TCP,0x0303,5763,1817,268288,24,443,51378,0.003673076629638672,9,7258,9,0,,,Unknown
54,1739284574.135467,TCP,10.12.16.216,142.251.143.202,TCP,Unknown,1817,6757,130048,16,51378,443,0.013054132461547852,6,772,6,0,,,Unknown
66,1739284574.135992,TCP,10.12.16.216,142.251.209.10,TCP,Unknown,0,0,64240,2,51379,443,0.0005249977111816406,1,66,1,1,,,Unknown
66,1739284574.188206,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51379,0.010478019714355469,1,66,1,1,,,Unknown
54,1739284574.188295,TCP,10.12.16.216,142.251.209.10,TCP,Unknown,1,1,131072,16,51379,443,8.893013000488281e-05,2,120,2,1,,,Unknown
412,1739284574.188702,TLS,10.12.16.216,142.251.209.10,TCP,0x0301,1381,1,131072,24,51379,443,0.00040721893310546875,3,532,3,1,,1.0,Unknown
56,1739284574.241451,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51379,0.017489910125732422,2,122,2,1,,,Unknown
56,1739284574.241451,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,1,1739,268288,16,443,51379,0.0,3,178,3,1,,,Unknown
1434,1739284574.25887,TLS,142.251.209.10,10.12.16.216,TCP,0x0303,1,1739,268288,16,443,51379,0.001010894775390625,4,1612,4,1,,2.0,Unknown
1434,1739284574.25887,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,1381,1739,268288,24,443,51379,0.0,5,3046,5,1,,,Unknown
1434,1739284574.25887,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,2761,1739,268288,16,443,51379,0.0,6,4480,6,1,,,Unknown
1434,1739284574.25887,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,4141,1739,268288,24,443,51379,0.0,7,5914,7,1,,,Unknown
54,1739284574.258945,TCP,10.12.16.216,142.251.209.10,TCP,Unknown,1739,5521,131072,16,51379,443,7.510185241699219e-05,4,586,4,0,,,Unknown
1434,1739284574.259107,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,5521,1739,268288,16,443,51379,0.0001621246337890625,8,7348,8,1,,,Unknown
1434,1739284574.259107,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,6901,1739,268288,24,443,51379,0.0,9,8782,9,0,,,Unknown
1434,1739284574.259107,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,8281,1739,268288,16,443,51379,0.0,10,10216,10,0,,,Unknown
1291,1739284574.259107,TLS,142.251.209.10,10.12.16.216,TCP,0x0303,9661,1739,268288,24,443,51379,0.0,11,11507,11,0,,,Unknown
54,1739284574.259159,TCP,10.12.16.216,142.251.209.10,TCP,Unknown,1739,10898,131072,16,51379,443,5.1975250244140625e-05,5,640,5,1,,,Unknown
128,1739284574.259892,TLS,10.12.16.216,142.251.209.10,TCP,0x0303,1739,10898,131072,24,51379,443,0.0007328987121582031,6,768,6,1,,,Unknown
1040,1739284574.311475,TLS,142.251.209.10,10.12.16.216,TCP,0x0303,10898,1813,268288,24,443,51379,0.0031430721282958984,12,12547,12,0,,,Unknown
54,1739284574.35668,TCP,10.12.16.216,142.251.209.10,TCP,Unknown,1813,11884,130048,16,51379,443,0.009671926498413086,7,822,7,0,,,Unknown
66,1739284575.125937,TCP,10.12.16.216,216.58.205.46,TCP,Unknown,0,0,64240,2,51380,443,0.0006000995635986328,1,66,1,1,,,Unknown
66,1739284575.178678,TCP,216.58.205.46,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51380,0.03340506553649902,1,66,1,1,,,Unknown
54,1739284575.178773,TCP,10.12.16.216,216.58.205.46,TCP,Unknown,1,1,131072,16,51380,443,9.489059448242188e-05,2,120,2,1,,,Unknown
463,1739284575.179176,TLS,10.12.16.216,216.58.205.46,TCP,0x0301,1381,1,131072,24,51380,443,0.0004031658172607422,3,583,3,1,,1.0,Unknown
56,1739284575.231843,TCP,216.58.205.46,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51380,0.014384031295776367,2,122,2,1,,,Unknown
56,1739284575.231843,TCP,216.58.205.46,10.12.16.216,TCP,Unknown,1,1790,268288,16,443,51380,0.0,3,178,3,1,,,Unknown
1434,1739284575.248054,TLS,216.58.205.46,10.12.16.216,TCP,0x0303,1,1790,268288,16,443,51380,0.0011920928955078125,4,1612,4,1,,2.0,Unknown
1434,1739284575.248054,TCP,216.58.205.46,10.12.16.216,TCP,Unknown,1381,1790,268288,24,443,51380,0.0,5,3046,5,1,,,Unknown
54,1739284575.248088,TCP,10.12.16.216,216.58.205.46,TCP,Unknown,1790,2761,131072,16,51380,443,3.3855438232421875e-05,4,637,4,0,,,Unknown
1434,1739284575.248252,TCP,216.58.205.46,10.12.16.216,TCP,Unknown,2761,1790,268288,16,443,51380,0.000164031982421875,6,4480,6,1,,,Unknown
1434,1739284575.248252,TCP,216.58.205.46,10.12.16.216,TCP,Unknown,4141,1790,268288,24,443,51380,0.0,7,5914,7,1,,,Unknown
54,1739284575.248293,TCP,10.12.16.216,216.58.205.46,TCP,Unknown,1790,5521,131072,16,51380,443,4.100799560546875e-05,5,691,5,1,,,Unknown
1434,1739284575.248401,TCP,216.58.205.46,10.12.16.216,TCP,Unknown,5521,1790,268288,16,443,51380,0.00010800361633300781,8,7348,8,1,,,Unknown
825,1739284575.248401,TLS,216.58.205.46,10.12.16.216,TCP,0x0303,6901,1790,268288,24,443,51380,0.0,9,8173,9,1,,,Unknown
54,1739284575.248457,TCP,10.12.16.216,216.58.205.46,TCP,Unknown,1790,7672,131072,16,51380,443,5.602836608886719e-05,6,745,6,1,,,Unknown
118,1739284575.248961,TLS,10.12.16.216,216.58.205.46,TCP,0x0303,1790,7672,131072,24,51380,443,0.0005040168762207031,7,863,7,1,,,Unknown
670,1739284575.301494,TLS,216.58.205.46,10.12.16.216,TCP,0x0303,7672,1854,268288,24,443,51380,0.006466865539550781,10,8843,10,0,,,Unknown
54,1739284575.341545,TCP,10.12.16.216,216.58.205.46,TCP,Unknown,1854,8288,130304,16,51380,443,0.00017309188842773438,8,917,8,0,,,Unknown
66,1739284576.15962,TCP,10.12.16.216,216.58.204.129,TCP,Unknown,0,0,64240,2,51381,443,0.006916999816894531,1,66,1,1,,,Unknown
66,1739284576.212584,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51381,0.002988100051879883,1,66,1,1,,,Unknown
54,1739284576.2127,TCP,10.12.16.216,216.58.204.129,TCP,Unknown,1,1,131072,16,51381,443,0.00011587142944335938,2,120,2,1,,,Unknown
441,1739284576.213403,TLS,10.12.16.216,216.58.204.129,TCP,0x0301,1381,1,131072,24,51381,443,0.00030493736267089844,3,561,3,1,,1.0,Unknown
56,1739284576.271813,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51381,0.01540684700012207,2,122,2,1,,,Unknown
56,1739284576.271813,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,1,1768,268288,16,443,51381,0.0,3,178,3,1,,,Unknown
1434,1739284576.287918,TLS,216.58.204.129,10.12.16.216,TCP,0x0303,1,1768,268288,16,443,51381,0.007986068725585938,4,1612,4,1,,2.0,Unknown
1434,1739284576.287918,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,1381,1768,268288,24,443,51381,0.0,5,3046,5,1,,,Unknown
1434,1739284576.287918,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,2761,1768,268288,16,443,51381,0.0,6,4480,6,1,,,Unknown
1434,1739284576.287918,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,4141,1768,268288,24,443,51381,0.0,7,5914,7,1,,,Unknown
1434,1739284576.287918,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,5521,1768,268288,16,443,51381,0.0,8,7348,8,1,,,Unknown
1434,1739284576.287918,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,6901,1768,268288,24,443,51381,0.0,9,8782,9,1,,,Unknown
1434,1739284576.287918,TCP,216.58.204.129,10.12.16.216,TCP,Unknown,8281,1768,268288,16,443,51381,0.0,10,10216,10,1,,,Unknown
853,1739284576.287918,TLS,216.58.204.129,10.12.16.216,TCP,0x0303,9661,1768,268288,24,443,51381,0.0,11,11069,11,1,,,Unknown
54,1739284576.288039,TCP,10.12.16.216,216.58.204.129,TCP,Unknown,1768,10460,131072,16,51381,443,0.00012087821960449219,4,615,4,0,,,Unknown
128,1739284576.289326,TLS,10.12.16.216,216.58.204.129,TCP,0x0303,1768,10460,131072,24,51381,443,0.0005939006805419922,5,743,5,1,,,Unknown
1034,1739284576.342057,TLS,216.58.204.129,10.12.16.216,TCP,0x0303,10460,1842,268288,24,443,51381,0.019797086715698242,12,12103,12,0,,,Unknown
54,1739284576.394465,TCP,10.12.16.216,216.58.204.129,TCP,Unknown,1842,11440,130048,16,51381,443,0.0027189254760742188,6,797,6,0,,,Unknown
66,1739284576.562025,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,0,0,64240,2,51382,443,0.006654977798461914,15,2077,15,1,,,Unknown
66,1739284576.614959,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51382,0.014281988143920898,17,8700,17,1,,,Unknown
54,1739284576.61509,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,1,1,131072,16,51382,443,0.0001308917999267578,16,2131,16,1,,,Unknown
892,1739284576.616025,TLS,10.12.16.216,216.58.204.138,TCP,0x0301,1381,1,131072,24,51382,443,0.0009350776672363281,17,3023,17,1,,1.0,Unknown
56,1739284576.66949,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51382,0.02774214744567871,18,8756,18,1,,,Unknown
56,1739284576.66949,TCP,216.58.204.138,10.12.16.216,TCP,Unknown,1,2219,267776,16,443,51382,0.0,19,8812,19,1,,,Unknown
1434,1739284576.686702,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,1,2219,267776,16,443,51382,0.004759073257446289,20,10246,20,1,,2.0,Unknown
141,1739284576.686702,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,1381,2219,267776,24,443,51382,0.0,21,10387,21,1,,,Unknown
54,1739284576.686791,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,2219,1468,131072,16,51382,443,8.893013000488281e-05,18,3077,18,0,,,Unknown
128,1739284576.687441,TLS,10.12.16.216,216.58.204.138,TCP,0x0303,2219,1468,131072,24,51382,443,0.0006501674652099609,19,3205,19,1,,,Unknown
1020,1739284576.740364,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,1468,2293,267776,24,443,51382,0.006371974945068359,22,11407,22,0,,,Unknown
54,1739284576.781633,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,2293,2434,130048,16,51382,443,0.001264810562133789,20,3259,20,0,,,Unknown
66,1739284576.795349,TCP,10.12.16.216,142.250.102.100,TCP,Unknown,0,0,64240,2,51383,443,0.0005028247833251953,1,66,1,1,,,Unknown
66,1739284576.863911,TCP,142.250.102.100,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51383,0.009021997451782227,1,66,1,1,,,Unknown
54,1739284576.864016,TCP,10.12.16.216,142.250.102.100,TCP,Unknown,1,1,131072,16,51383,443,0.00010514259338378906,2,120,2,1,,,Unknown
434,1739284576.864536,TLS,10.12.16.216,142.250.102.100,TCP,0x0301,1381,1,131072,24,51383,443,0.0005199909210205078,3,554,3,1,,1.0,Unknown
56,1739284576.934489,TCP,142.250.102.100,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51383,0.0,2,122,2,1,,,Unknown
56,1739284576.934489,TCP,142.250.102.100,10.12.16.216,TCP,Unknown,1,1761,268288,16,443,51383,0.0,3,178,3,1,,,Unknown
1434,1739284576.934489,TLS,142.250.102.100,10.12.16.216,TCP,0x0303,1,1761,268288,16,443,51383,0.0,4,1612,4,1,,2.0,Unknown
1434,1739284576.934489,TCP,142.250.102.100,10.12.16.216,TCP,Unknown,1381,1761,268288,24,443,51383,0.0,5,3046,5,1,,,Unknown
1434,1739284576.934489,TCP,142.250.102.100,10.12.16.216,TCP,Unknown,2761,1761,268288,16,443,51383,0.0,6,4480,6,1,,,Unknown
54,1739284576.934581,TCP,10.12.16.216,142.250.102.100,TCP,Unknown,1761,4141,131072,16,51383,443,9.202957153320312e-05,4,608,4,0,,,Unknown
1434,1739284576.934741,TCP,142.250.102.100,10.12.16.216,TCP,Unknown,4141,1761,268288,24,443,51383,0.00015997886657714844,7,5914,7,1,,,Unknown
1434,1739284576.934741,TCP,142.250.102.100,10.12.16.216,TCP,Unknown,5521,1761,268288,16,443,51383,0.0,8,7348,8,1,,,Unknown
992,1739284576.934741,TLS,142.250.102.100,10.12.16.216,TCP,0x0303,6901,1761,268288,24,443,51383,0.0,9,8340,9,1,,,Unknown
54,1739284576.934794,TCP,10.12.16.216,142.250.102.100,TCP,Unknown,1761,7839,131072,16,51383,443,5.2928924560546875e-05,5,662,5,1,,,Unknown
128,1739284576.936223,TLS,10.12.16.216,142.250.102.100,TCP,0x0303,1761,7839,131072,24,51383,443,0.00017905235290527344,6,790,6,1,,,Unknown
66,1739284576.937805,TCP,10.12.16.216,216.239.34.157,TCP,Unknown,0,0,64240,2,51384,443,0.0007059574127197266,1,66,1,1,,,Unknown
66,1739284576.945476,TCP,10.12.16.216,142.250.180.170,TCP,Unknown,0,0,64240,2,51385,443,0.0004470348358154297,1,66,1,1,,,Unknown
66,1739284576.995121,TCP,216.239.34.157,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51384,0.006433963775634766,1,66,1,1,,,Unknown
54,1739284576.995232,TCP,10.12.16.216,216.239.34.157,TCP,Unknown,1,1,131072,16,51384,443,0.00011110305786132812,2,120,2,1,,,Unknown
500,1739284576.995659,TLS,10.12.16.216,216.239.34.157,TCP,0x0301,1381,1,131072,24,51384,443,0.00042700767517089844,3,620,3,1,,1.0,Unknown
66,1739284576.99858,TCP,142.250.180.170,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51385,0.001811981201171875,1,66,1,1,,,Unknown
54,1739284576.998635,TCP,10.12.16.216,142.250.180.170,TCP,Unknown,1,1,131072,16,51385,443,5.507469177246094e-05,2,120,2,1,,,Unknown
408,1739284576.999274,TLS,10.12.16.216,142.250.180.170,TCP,0x0301,1381,1,131072,24,51385,443,0.0006389617919921875,3,528,3,1,,1.0,Unknown
1020,1739284577.004556,TLS,142.250.102.100,10.12.16.216,TCP,0x0303,7839,1835,268288,24,443,51383,0.005281925201416016,10,9360,10,0,,,Unknown
54,1739284577.044706,TCP,10.12.16.216,142.250.102.100,TCP,Unknown,1835,8805,130048,16,51383,443,0.010917186737060547,7,844,7,0,,,Unknown
56,1739284577.051937,TCP,142.250.180.170,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51385,0.0020160675048828125,2,122,2,1,,,Unknown
56,1739284577.051937,TCP,142.250.180.170,10.12.16.216,TCP,Unknown,1,1735,268288,16,443,51385,0.0,3,178,3,1,,,Unknown
56,1739284577.051937,TCP,216.239.34.157,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51384,0.0,2,122,2,1,,,Unknown
56,1739284577.053174,TCP,216.239.34.157,10.12.16.216,TCP,Unknown,1,1827,268288,16,443,51384,0.0012369155883789062,3,178,3,1,,,Unknown
66,1739284577.067934,TCP,10.12.16.216,142.251.209.10,TCP,Unknown,0,0,64240,2,51386,443,0.0033490657806396484,8,888,8,1,,,Unknown
66,1739284577.071783,TCP,10.12.16.216,142.250.123.94,TCP,Unknown,0,0,64240,2,51387,443,0.0006420612335205078,1,66,1,1,,,Unknown
1434,1739284577.074502,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,1,1735,268288,16,443,51385,0.002468109130859375,4,1612,4,1,,2.0,Unknown
1434,1739284577.074502,TCP,142.250.180.170,10.12.16.216,TCP,Unknown,1381,1735,268288,24,443,51385,0.0,5,3046,5,1,,,Unknown
1434,1739284577.074502,TCP,142.250.180.170,10.12.16.216,TCP,Unknown,2761,1735,268288,16,443,51385,0.0,6,4480,6,1,,,Unknown
1434,1739284577.074502,TCP,142.250.180.170,10.12.16.216,TCP,Unknown,4141,1735,268288,24,443,51385,0.0,7,5914,7,1,,,Unknown
288,1739284577.074502,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,5521,1735,268288,24,443,51385,0.0,8,6202,8,1,,,Unknown
1434,1739284577.074502,TLS,216.239.34.157,10.12.16.216,TCP,0x0303,1,1827,268288,16,443,51384,0.0,4,1612,4,1,,2.0,Unknown
1434,1739284577.074502,TCP,216.239.34.157,10.12.16.216,TCP,Unknown,1381,1827,268288,24,443,51384,0.0,5,3046,5,1,,,Unknown
1434,1739284577.074502,TCP,216.239.34.157,10.12.16.216,TCP,Unknown,2761,1827,268288,16,443,51384,0.0,6,4480,6,1,,,Unknown
1434,1739284577.074502,TCP,216.239.34.157,10.12.16.216,TCP,Unknown,4141,1827,268288,24,443,51384,0.0,7,5914,7,1,,,Unknown
321,1739284577.074502,TLS,216.239.34.157,10.12.16.216,TCP,0x0303,5521,1827,268288,24,443,51384,0.0,8,6235,8,1,,,Unknown
54,1739284577.074608,TCP,10.12.16.216,142.250.180.170,TCP,Unknown,1735,5755,131072,16,51385,443,0.00010609626770019531,4,582,4,0,,,Unknown
54,1739284577.074687,TCP,10.12.16.216,216.239.34.157,TCP,Unknown,1827,5788,131072,16,51384,443,7.891654968261719e-05,4,674,4,0,,,Unknown
128,1739284577.076599,TLS,10.12.16.216,142.250.180.170,TCP,0x0303,1735,5755,131072,24,51385,443,0.0019118785858154297,5,710,5,1,,,Unknown
128,1739284577.077142,TLS,10.12.16.216,216.239.34.157,TCP,0x0303,1827,5788,131072,24,51384,443,0.00021791458129882812,5,802,5,1,,,Unknown
146,1739284577.077407,TLS,10.12.16.216,142.250.180.170,TCP,0x0303,1809,5755,131072,24,51385,443,0.00026488304138183594,6,856,6,0,,,Unknown
146,1739284577.077564,TLS,10.12.16.216,216.239.34.157,TCP,0x0303,1901,5788,131072,24,51384,443,0.0001571178436279297,6,948,6,0,,,Unknown
247,1739284577.077653,TLS,10.12.16.216,216.239.34.157,TCP,0x0303,1993,5788,131072,24,51384,443,8.893013000488281e-05,7,1195,7,0,,,Unknown
345,1739284577.07772,TLS,10.12.16.216,142.250.180.170,TCP,0x0303,1901,5755,131072,24,51385,443,6.699562072753906e-05,7,1201,7,1,,,Unknown
66,1739284577.120135,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51386,0.0025110244750976562,13,12613,13,1,,,Unknown
54,1739284577.120233,TCP,10.12.16.216,142.251.209.10,TCP,Unknown,1,1,131072,16,51386,443,9.799003601074219e-05,9,942,9,1,,,Unknown
66,1739284577.120924,TCP,10.12.16.216,216.58.204.150,TCP,Unknown,0,0,64240,2,51388,443,0.0006909370422363281,1,66,1,1,,,Unknown
444,1739284577.121415,TLS,10.12.16.216,142.251.209.10,TCP,0x0301,1381,1,131072,24,51386,443,0.0004909038543701172,10,1386,10,1,,1.0,Unknown
1032,1739284577.128619,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,5755,1809,268288,24,443,51385,0.00023484230041503906,9,7234,9,0,,,Unknown
85,1739284577.128619,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,6733,1901,268288,24,443,51385,0.0,10,7319,10,0,,,Unknown
54,1739284577.128701,TCP,10.12.16.216,142.250.180.170,TCP,Unknown,2192,6764,130048,16,51385,443,8.20159912109375e-05,8,1255,8,0,,,Unknown
85,1739284577.129585,TLS,10.12.16.216,142.250.180.170,TCP,0x0303,2192,6764,130048,24,51385,443,0.0008840560913085938,9,1340,9,1,,,Unknown
56,1739284577.133261,TCP,216.239.34.157,10.12.16.216,TCP,Unknown,5788,2186,268032,16,443,51384,0.00011086463928222656,9,6291,9,0,,,Unknown
56,1739284577.134006,TCP,142.250.180.170,10.12.16.216,TCP,Unknown,6764,2192,268032,16,443,51385,0.0006139278411865234,11,7375,11,0,,,Unknown
1001,1739284577.15259,TLS,216.239.34.157,10.12.16.216,TCP,0x0303,5788,2186,268032,24,443,51384,0.0002541542053222656,10,7292,10,1,,,Unknown
98,1739284577.15259,TLS,216.239.34.157,10.12.16.216,TCP,0x0303,6735,2186,268032,24,443,51384,0.0,11,7390,11,0,,,Unknown
54,1739284577.152677,TCP,10.12.16.216,216.239.34.157,TCP,Unknown,2186,6779,130048,16,51384,443,8.702278137207031e-05,8,1249,8,0,,,Unknown
85,1739284577.153067,TLS,10.12.16.216,216.239.34.157,TCP,0x0303,2186,6779,130048,24,51384,443,0.00039005279541015625,9,1334,9,1,,,Unknown
66,1739284577.172861,TCP,216.58.204.150,10.12.16.216,TCP,Unknown,0,1,65535,18,443,51388,0.0009591579437255859,1,66,1,1,,,Unknown
56,1739284577.172861,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,1,1381,268544,16,443,51386,0.0,14,12669,14,1,,,Unknown
54,1739284577.172946,TCP,10.12.16.216,216.58.204.150,TCP,Unknown,1,1,131072,16,51388,443,8.487701416015625e-05,2,120,2,1,,,Unknown
491,1739284577.173553,TLS,10.12.16.216,216.58.204.150,TCP,0x0301,1381,1,131072,24,51388,443,0.0006070137023925781,3,611,3,1,,1.0,Unknown
56,1739284577.173834,TCP,142.251.209.10,10.12.16.216,TCP,Unknown,1,1771,268288,16,443,51386,0.0002810955047607422,15,12725,15,1,,,Unknown
56,1739284577.181492,TCP,142.250.180.170,10.12.16.216,TCP,Unknown,6764,2223,268032,16,443,51385,0.0007891654968261719,12,7431,12,1,,,Unknown
1028,1739284577.189226,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,6764,2223,268032,24,443,51385,0.0005898475646972656,13,8459,13,1,,,Unknown
1285,1739284577.189226,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,7738,2223,268032,24,443,51385,0.0,14,9744,14,0,,,Unknown
168,1739284577.189226,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,8969,2223,268032,24,443,51385,0.0,15,9912,15,0,,,Unknown
54,1739284577.1893,TCP,10.12.16.216,142.250.180.170,TCP,Unknown,2223,9083,131072,16,51385,443,7.414817810058594e-05,10,1394,10,0,,,Unknown
85,1739284577.189602,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,9083,2223,268032,24,443,51385,0.0,16,9997,16,0,,,Unknown
54,1739284577.189666,TCP,10.12.16.216,142.250.180.170,TCP,Unknown,2223,9114,130816,16,51385,443,6.413459777832031e-05,11,1448,11,1,,,Unknown
93,1739284577.189766,TLS,142.250.180.170,10.12.16.216,TCP,0x0303,9114,2223,268032,24,443,51385,0.0,17,10090,17,0,,,Unknown
93,1739284577.190571,TLS,10.12.16.216,142.250.180.170,TCP,0x0303,2223,9153,130816,24,51385,443,0.0008051395416259766,12,1541,12,1,,,Unknown
1434,1739284577.190638,TLS,142.251.209.10,10.12.16.216,TCP,0x0303,1,1771,268288,16,443,51386,6.699562072753906e-05,16,14159,16,1,,2.0,Unknown
