Application,Avg_Packet_Size,TCP_Seq_Count,TCP_Window_Size_Avg,TLS_Handshake_Count,Primary_Protocol,Flow_Size (Bytes),Flow_Volume (Packets),Inter_Packet_Time_Mean,TLS_Version,TLS_Cipher_Suite,Packet_Loss_Rate,Flow_Size
ZOOM,343.03322784810126,,,,UDP,191391522.0,610336.0,0.14156089289278923,Unknown,Unknown,0.9968935143920725,650391.0
